product_id,name,description,category,subcategory,brand,price,sku,in_stock,inventory_count,rating,review_count,attributes,date_added,is_featured,is_bestseller
15,LG Wireless Computer I408,Personal body would only beyond. Expert guess else this animal pick.,Electronics,Computers,LG,444.04,ELE-COM-LG-6714,True,100,4.9,470,"{'color': 'Silver', 'weight': 16.23, 'dimensions': {'length': 48.4, 'width': 76.0, 'height': 71.6}}",2024-09-28,False,True
16,Microsoft Premium Computer X307,Possible senior food boy. Low result anything listen anyone painting responsibility.,Electronics,Computers,Microsoft,1497.68,ELE-COM-MIC-1904,True,62,4.8,99,"{'color': 'Black', 'weight': 3.55, 'dimensions': {'length': 72.3, 'width': 81.4, 'height': 21.8}}",2025-05-02,False,True
17,Microsoft Premium Computer N845,Now although blood decide. Sometimes economy whose make. Pretty spring work own.,Electronics,Computers,Microsoft,461.74,ELE-COM-MIC-5955,False,74,3.5,6,"{'color': 'Red', 'weight': 19.45, 'dimensions': {'length': 18.6, 'width': 24.7, 'height': 52.1}}",2024-05-07,False,False
18,HP Ultra Computer F377,Avoid central nation other start usually teacher. Sense decision buy build what.,Electronics,Computers,HP,104.53,ELE-COM-HP-5324,True,85,4.6,179,"{'color': 'Brown', 'weight': 7.34, 'dimensions': {'length': 2.0, 'width': 68.6, 'height': 57.8}}",2023-06-25,False,False
19,HP Ultra Computer D793,Skill mother race thus step former. Billion recently never since. Glass oil left.,Electronics,Computers,HP,1239.94,ELE-COM-HP-9144,True,34,3.6,181,"{'color': 'Black', 'weight': 3.64, 'dimensions': {'length': 88.5, 'width': 21.3, 'height': 30.5}}",2024-03-14,True,True
20,Logitech Smart Computer G820,Them off top fly soon. Scene tell poor.,Electronics,Computers,Logitech,65.95,ELE-COM-LOG-9745,True,58,4.2,204,"{'color': 'Blue', 'weight': 9.66, 'dimensions': {'length': 79.6, 'width': 82.4, 'height': 21.7}}",2024-12-16,False,False
21,Logitech Wireless Computer S544,Nature enter factor good. Pass close available next. Dream collection often later open community.,Electronics,Computers,Logitech,402.3,ELE-COM-LOG-9456,True,68,3.1,395,"{'color': 'Silver', 'weight': 11.75, 'dimensions': {'length': 14.4, 'width': 80.8, 'height': 75.4}}",2024-11-27,True,False
22,Logitech Premium Computer S500,Social research miss anything reach century world. Machine goal entire toward system anyone plant of.,Electronics,Computers,Logitech,1871.74,ELE-COM-LOG-5494,True,96,3.7,477,"{'color': 'Blue', 'weight': 9.72, 'dimensions': {'length': 72.8, 'width': 55.7, 'height': 44.2}}",2024-11-28,False,False
23,Anker High-Performance Computer O860,Fear outside wide treat paper.,Electronics,Computers,Anker,1040.24,ELE-COM-ANK-2337,True,40,5.0,234,"{'color': 'Red', 'weight': 17.12, 'dimensions': {'length': 74.2, 'width': 54.5, 'height': 17.7}}",2024-11-29,False,False
24,Anker Ultra Computer I497,Office major hope politics our allow. Bad up protect apply. Reality upon break computer between they program bit.,Electronics,Computers,Anker,760.52,ELE-COM-ANK-5302,True,43,3.7,274,"{'color': 'Green', 'weight': 1.32, 'dimensions': {'length': 44.6, 'width': 13.3, 'height': 20.1}}",2024-03-03,False,False
25,Anker Smart Computer M812,Himself evidence father mean research. Administration itself control trouble meet.,Electronics,Computers,Anker,371.74,ELE-COM-ANK-3353,True,19,3.6,249,"{'color': 'White', 'weight': 0.8, 'dimensions': {'length': 42.0, 'width': 98.9, 'height': 13.5}}",2024-09-28,False,False
26,Apple Compact Phone K326,Star hair traditional company. Away blood try prepare listen area language despite. Maintain environmental also wonder generation seek.,Electronics,Phones,Apple,100.19,ELE-PHO-APP-5194,True,37,4.5,152,"{'color': 'Blue', 'weight': 12.95, 'dimensions': {'length': 67.0, 'width': 82.8, 'height': 90.4}}",2025-05-09,False,False
27,Apple Smart Phone H777,Message box section necessary run answer quickly image. Right finish hope why reduce result.,Electronics,Phones,Apple,1639.82,ELE-PHO-APP-2416,True,43,4.5,274,"{'color': 'Brown', 'weight': 18.71, 'dimensions': {'length': 8.9, 'width': 90.8, 'height': 53.4}}",2023-08-02,False,False
28,Samsung Pro Phone Q140,Something statement development western foreign. My loss political sister protect wrong hit.,Electronics,Phones,Samsung,340.46,ELE-PHO-SAM-7709,False,47,3.4,123,"{'color': 'Blue', 'weight': 14.77, 'dimensions': {'length': 76.5, 'width': 2.1, 'height': 82.8}}",2024-06-18,True,True
29,Samsung High-Performance Phone Q284,Task same discover show life enter. Organization minute this. Market type art begin believe charge.,Electronics,Phones,Samsung,1233.97,ELE-PHO-SAM-5690,True,76,4.6,194,"{'color': 'Black', 'weight': 1.59, 'dimensions': {'length': 85.8, 'width': 72.9, 'height': 61.6}}",2024-11-23,False,False
30,Samsung Wireless Phone P516,Far national brother whether.,Electronics,Phones,Samsung,1397.26,ELE-PHO-SAM-3916,True,24,5.0,333,"{'color': 'White', 'weight': 1.73, 'dimensions': {'length': 18.5, 'width': 63.1, 'height': 99.4}}",2024-02-27,False,False
31,Sony Pro Phone X661,Meet feel other last. Recently me prove between measure meeting despite. Political movie two special party.,Electronics,Phones,Sony,1457.39,ELE-PHO-SON-6104,True,20,4.6,237,"{'color': 'Gray', 'weight': 8.79, 'dimensions': {'length': 65.6, 'width': 38.0, 'height': 92.7}}",2023-09-29,False,False
32,Sony Pro Phone K344,Quickly indeed without quickly drop. Above you about up father with.,Electronics,Phones,Sony,2013.02,ELE-PHO-SON-9385,True,8,3.3,297,"{'color': 'Brown', 'weight': 5.47, 'dimensions': {'length': 2.4, 'width': 16.8, 'height': 26.0}}",2023-06-30,False,False
33,Sony Pro Phone U601,Turn fear girl defense. Structure happy small street single return. Maintain before technology nation thousand station.,Electronics,Phones,Sony,1853.51,ELE-PHO-SON-5422,False,44,3.3,202,"{'color': 'Blue', 'weight': 17.37, 'dimensions': {'length': 35.9, 'width': 32.6, 'height': 1.8}}",2024-09-30,False,False
34,Dell Smart Phone N344,Far world common evidence whether other will. News tell standard late. Treatment section call picture want. Ground available be good yard within peace send.,Electronics,Phones,Dell,1530.77,ELE-PHO-DEL-2772,False,99,4.5,459,"{'color': 'Brown', 'weight': 9.27, 'dimensions': {'length': 46.7, 'width': 59.6, 'height': 41.0}}",2024-07-25,False,False
35,Dell Pro Phone D644,Democratic there future community. Minute role data hard study attorney some. Star member particularly lay.,Electronics,Phones,Dell,217.33,ELE-PHO-DEL-8896,True,88,4.0,144,"{'color': 'White', 'weight': 8.26, 'dimensions': {'length': 55.9, 'width': 28.0, 'height': 51.0}}",2024-09-24,True,False
36,Bose High-Performance Phone M455,Its vote sit wind. Democrat relationship cold indicate. Grow decade national one doctor. Stand clearly administration now total.,Electronics,Phones,Bose,441.04,ELE-PHO-BOS-8383,False,86,4.3,347,"{'color': 'White', 'weight': 14.42, 'dimensions': {'length': 75.4, 'width': 41.1, 'height': 34.5}}",2025-03-02,False,False
37,Bose Premium Phone A673,Camera send cut open heart perform. Truth which stage individual.,Electronics,Phones,Bose,1220.72,ELE-PHO-BOS-9210,True,72,4.8,469,"{'color': 'Blue', 'weight': 5.27, 'dimensions': {'length': 58.1, 'width': 69.4, 'height': 3.8}}",2025-05-10,False,True
38,Bose Compact Phone F920,Run blood image personal bad population role. Way three always itself since. Meet list brother try paper employee conference up.,Electronics,Phones,Bose,1792.55,ELE-PHO-BOS-4543,False,46,4.6,289,"{'color': 'Blue', 'weight': 19.35, 'dimensions': {'length': 39.5, 'width': 71.6, 'height': 1.2}}",2024-08-28,False,False
39,LG High-Performance Phone W288,Relate respond job. Sell present discuss.,Electronics,Phones,LG,1364.31,ELE-PHO-LG-3516,True,45,4.2,344,"{'color': 'Black', 'weight': 5.33, 'dimensions': {'length': 74.1, 'width': 27.3, 'height': 35.3}}",2024-03-23,False,True
40,LG Premium Phone Z149,Know foot face art. Many process him vote account matter rise stuff.,Electronics,Phones,LG,937.78,ELE-PHO-LG-4316,False,57,3.9,493,"{'color': 'Green', 'weight': 6.69, 'dimensions': {'length': 62.5, 'width': 55.3, 'height': 74.7}}",2023-09-21,False,False
41,LG Smart Phone X261,Among probably production consider. Down even look my local interesting study.,Electronics,Phones,LG,452.02,ELE-PHO-LG-9045,False,50,3.5,199,"{'color': 'Red', 'weight': 5.0, 'dimensions': {'length': 91.7, 'width': 18.6, 'height': 32.6}}",2024-04-11,False,False
42,Microsoft Smart Phone Z451,Player center decide institution. End someone create stay career.,Electronics,Phones,Microsoft,729.97,ELE-PHO-MIC-2818,True,11,4.3,265,"{'color': 'Red', 'weight': 14.99, 'dimensions': {'length': 38.7, 'width': 20.1, 'height': 62.4}}",2023-12-17,False,False
43,Microsoft Premium Phone D101,Apply lose against grow. Little thus see level story.,Electronics,Phones,Microsoft,1397.91,ELE-PHO-MIC-4186,False,19,4.8,202,"{'color': 'Silver', 'weight': 19.45, 'dimensions': {'length': 73.1, 'width': 63.8, 'height': 5.5}}",2023-10-07,False,False
44,HP Pro Phone D213,Student hair decision president people development paper. Fund country Mrs economy.,Electronics,Phones,HP,246.49,ELE-PHO-HP-6891,True,84,4.0,214,"{'color': 'White', 'weight': 7.81, 'dimensions': {'length': 87.8, 'width': 37.1, 'height': 84.4}}",2025-03-03,True,False
45,HP High-Performance Phone D555,System worker store beautiful tax huge campaign. Technology play full nothing rest democratic keep. He necessary hot room system under dog.,Electronics,Phones,HP,840.91,ELE-PHO-HP-7419,True,29,3.8,96,"{'color': 'Green', 'weight': 9.54, 'dimensions': {'length': 88.6, 'width': 53.6, 'height': 40.2}}",2024-12-23,False,True
46,Logitech Smart Phone X765,Street speech ago drop strategy. Once chair adult design. Station truth truth thought magazine take. Upon religious wish set cut chair control.,Electronics,Phones,Logitech,1834.64,ELE-PHO-LOG-1486,True,36,5.0,137,"{'color': 'Blue', 'weight': 9.29, 'dimensions': {'length': 71.4, 'width': 23.0, 'height': 93.4}}",2024-07-25,False,True
47,Logitech Compact Phone S416,To company weight century. Modern hotel fill follow month visit they partner. Experience pay matter live.,Electronics,Phones,Logitech,1702.87,ELE-PHO-LOG-6791,True,44,3.0,56,"{'color': 'Black', 'weight': 13.99, 'dimensions': {'length': 79.0, 'width': 16.6, 'height': 60.8}}",2024-01-17,False,False
48,Anker Wireless Phone O930,Tend right drug agree people friend. Arrive specific wrong million result. Only second month class as trial.,Electronics,Phones,Anker,1317.76,ELE-PHO-ANK-5338,False,50,3.9,156,"{'color': 'Gray', 'weight': 10.7, 'dimensions': {'length': 68.9, 'width': 57.7, 'height': 20.9}}",2025-02-26,False,False
49,Anker Ultra Phone B183,Country human figure east include wrong. Student another information debate.,Electronics,Phones,Anker,1523.19,ELE-PHO-ANK-8036,True,74,3.9,369,"{'color': 'Silver', 'weight': 2.5, 'dimensions': {'length': 27.9, 'width': 1.6, 'height': 32.2}}",2024-06-09,False,True
50,Apple Wireless Audio P676,Race thank include summer. Fear find head young.,Electronics,Audio,Apple,1023.48,ELE-AUD-APP-2513,True,89,4.2,258,"{'color': 'Silver', 'weight': 2.45, 'dimensions': {'length': 64.2, 'width': 73.3, 'height': 28.7}}",2024-06-11,False,False
51,Apple Pro Audio Z911,Glass suggest degree develop second. Forward generation world note drive couple PM.,Electronics,Audio,Apple,1360.36,ELE-AUD-APP-1995,True,25,4.2,379,"{'color': 'Blue', 'weight': 14.21, 'dimensions': {'length': 7.4, 'width': 80.7, 'height': 42.1}}",2024-07-15,False,True
52,Apple Wireless Audio C777,Sea meet process across. Writer them tonight industry move difference total.,Electronics,Audio,Apple,729.82,ELE-AUD-APP-9958,True,44,3.2,401,"{'color': 'White', 'weight': 12.57, 'dimensions': {'length': 92.6, 'width': 94.5, 'height': 17.9}}",2023-09-04,False,False
53,Samsung Smart Audio V943,Good gun three go. Five can easy need door how. Clear claim team interest.,Electronics,Audio,Samsung,1360.26,ELE-AUD-SAM-2411,True,36,3.0,221,"{'color': 'Gray', 'weight': 8.84, 'dimensions': {'length': 27.5, 'width': 8.5, 'height': 66.1}}",2024-12-25,False,False
54,Samsung Ultra Audio V360,Than after nor attention hope current. Answer read listen suggest. Happy require public almost base.,Electronics,Audio,Samsung,1454.7,ELE-AUD-SAM-1839,False,31,4.7,133,"{'color': 'Gray', 'weight': 19.57, 'dimensions': {'length': 99.5, 'width': 88.4, 'height': 5.4}}",2025-03-19,False,True
55,Samsung Compact Audio J172,Officer specific sometimes consider decide claim. Business money start raise.,Electronics,Audio,Samsung,159.71,ELE-AUD-SAM-5686,True,99,4.8,32,"{'color': 'Red', 'weight': 5.51, 'dimensions': {'length': 31.5, 'width': 47.4, 'height': 51.1}}",2023-05-28,False,False
56,Sony Pro Audio R598,His position happy could. Good edge program appear argue author. Arm hour seem middle other our score.,Electronics,Audio,Sony,399.05,ELE-AUD-SON-1623,True,76,4.2,94,"{'color': 'Silver', 'weight': 18.9, 'dimensions': {'length': 21.6, 'width': 26.6, 'height': 88.1}}",2025-03-04,False,True
57,Sony Pro Audio H250,Door million party occur whom himself. Physical central yeah drug as build miss middle.,Electronics,Audio,Sony,1576.9,ELE-AUD-SON-5168,True,8,4.4,363,"{'color': 'Brown', 'weight': 9.14, 'dimensions': {'length': 58.0, 'width': 21.5, 'height': 80.9}}",2024-12-25,False,False
58,Dell Compact Audio K163,Their seat seven away author. Mind lay win. Enter project woman money company field.,Electronics,Audio,Dell,1842.55,ELE-AUD-DEL-6693,False,72,3.5,343,"{'color': 'Green', 'weight': 18.9, 'dimensions': {'length': 28.2, 'width': 60.1, 'height': 3.7}}",2024-12-12,True,False
59,Dell Wireless Audio U319,Service husband maybe smile your any. Wife next account upon response. Admit social cost campaign keep. Friend glass coach my court speak hold hard.,Electronics,Audio,Dell,499.32,ELE-AUD-DEL-1176,False,14,4.1,393,"{'color': 'Blue', 'weight': 19.12, 'dimensions': {'length': 63.8, 'width': 36.3, 'height': 35.7}}",2023-10-07,False,False
60,Dell Ultra Audio C518,Small raise third. Republican style impact officer very where.,Electronics,Audio,Dell,78.77,ELE-AUD-DEL-6256,True,16,3.5,471,"{'color': 'Gray', 'weight': 10.59, 'dimensions': {'length': 29.2, 'width': 54.9, 'height': 41.4}}",2024-12-23,False,False
61,Bose Ultra Audio L110,Common hit various feeling. Kind training night local.,Electronics,Audio,Bose,1183.65,ELE-AUD-BOS-1776,True,43,5.0,202,"{'color': 'Silver', 'weight': 4.26, 'dimensions': {'length': 7.5, 'width': 13.9, 'height': 51.7}}",2024-03-06,False,False
62,Bose Wireless Audio Y804,Eight education blue may foot bad rather. Popular read charge able community. Recent eight heart event treatment quite crime. Capital natural never station sea.,Electronics,Audio,Bose,549.09,ELE-AUD-BOS-1097,True,68,4.5,267,"{'color': 'Blue', 'weight': 19.96, 'dimensions': {'length': 79.3, 'width': 62.2, 'height': 32.6}}",2024-08-27,False,False
63,LG Compact Audio M764,Feeling recently study oil. Pass industry with bank international article.,Electronics,Audio,LG,316.1,ELE-AUD-LG-8576,True,72,3.3,9,"{'color': 'White', 'weight': 4.95, 'dimensions': {'length': 72.9, 'width': 42.4, 'height': 75.3}}",2025-03-25,False,False
64,LG Pro Audio X808,Former watch ever religious matter. Animal peace increase business. Give program little.,Electronics,Audio,LG,334.16,ELE-AUD-LG-4123,True,3,3.1,428,"{'color': 'Brown', 'weight': 13.55, 'dimensions': {'length': 41.9, 'width': 52.6, 'height': 35.6}}",2024-12-11,False,False
65,LG Pro Audio G323,Easy plan on edge difference degree. Near policy computer hard. Senior start could him beyond police system after.,Electronics,Audio,LG,110.95,ELE-AUD-LG-9827,False,18,3.4,484,"{'color': 'Red', 'weight': 3.38, 'dimensions': {'length': 66.3, 'width': 99.2, 'height': 36.6}}",2024-03-12,False,False
66,Microsoft Pro Audio K430,Eat commercial charge hundred either be from. Policy contain respond central century cover among hotel.,Electronics,Audio,Microsoft,551.95,ELE-AUD-MIC-2409,True,62,3.5,142,"{'color': 'Silver', 'weight': 18.79, 'dimensions': {'length': 54.4, 'width': 64.1, 'height': 53.4}}",2024-03-22,False,True
67,Microsoft Smart Audio U448,Budget under staff in.,Electronics,Audio,Microsoft,549.33,ELE-AUD-MIC-6456,True,68,3.3,487,"{'color': 'Black', 'weight': 10.22, 'dimensions': {'length': 13.3, 'width': 46.2, 'height': 14.6}}",2023-07-29,False,True
68,HP Pro Audio Y107,Mind watch better shoulder seem.,Electronics,Audio,HP,1365.74,ELE-AUD-HP-5725,True,15,4.0,39,"{'color': 'White', 'weight': 16.38, 'dimensions': {'length': 2.1, 'width': 57.4, 'height': 91.1}}",2023-10-10,False,False
69,HP Compact Audio G349,Positive their later bill herself or middle. Question sister level must question carry author.,Electronics,Audio,HP,759.26,ELE-AUD-HP-4165,True,95,3.7,312,"{'color': 'Blue', 'weight': 12.67, 'dimensions': {'length': 60.2, 'width': 70.9, 'height': 93.1}}",2024-01-02,False,False
70,HP Wireless Audio Z171,Reason she father past know gas arm. Husband policy despite wind.,Electronics,Audio,HP,1920.19,ELE-AUD-HP-3358,False,92,3.5,258,"{'color': 'Brown', 'weight': 3.75, 'dimensions': {'length': 31.4, 'width': 51.8, 'height': 64.8}}",2025-02-08,False,False
71,Logitech Wireless Audio K882,Commercial south television sister family view just. Second everything agent study former serve.,Electronics,Audio,Logitech,615.45,ELE-AUD-LOG-3925,True,28,3.7,106,"{'color': 'Brown', 'weight': 7.7, 'dimensions': {'length': 5.0, 'width': 96.8, 'height': 2.5}}",2023-06-08,False,True
72,Logitech Smart Audio M305,Share anything truth each system off. To far yourself long. Reality represent dream society. One conference together the group series.,Electronics,Audio,Logitech,1588.75,ELE-AUD-LOG-7242,True,58,4.6,207,"{'color': 'Green', 'weight': 5.86, 'dimensions': {'length': 5.5, 'width': 38.2, 'height': 40.0}}",2023-07-18,True,False
73,Logitech High-Performance Audio Y286,Probably strong age outside. Interest suggest himself each Democrat. Behavior carry player much hit phone. Law power sit through follow house some agency.,Electronics,Audio,Logitech,398.85,ELE-AUD-LOG-2771,False,38,4.2,403,"{'color': 'Blue', 'weight': 9.14, 'dimensions': {'length': 26.1, 'width': 52.7, 'height': 80.8}}",2025-04-20,False,True
74,Anker Wireless Audio T472,Sign age book use article also quality.,Electronics,Audio,Anker,350.91,ELE-AUD-ANK-9018,True,21,3.8,484,"{'color': 'White', 'weight': 18.9, 'dimensions': {'length': 77.7, 'width': 61.4, 'height': 17.6}}",2024-07-23,False,False
75,Anker Smart Audio O575,Pm father picture something. Citizen market sort everybody keep senior radio. Bit itself skill tough.,Electronics,Audio,Anker,815.04,ELE-AUD-ANK-3283,False,8,4.6,420,"{'color': 'Blue', 'weight': 16.22, 'dimensions': {'length': 21.3, 'width': 31.6, 'height': 78.5}}",2023-12-29,False,True
76,Anker Smart Audio Q435,Page interview article see side. Performance worry everything wait else. Our the cover country tough raise management.,Electronics,Audio,Anker,863.39,ELE-AUD-ANK-7305,False,79,3.2,179,"{'color': 'Silver', 'weight': 2.93, 'dimensions': {'length': 53.1, 'width': 63.1, 'height': 25.5}}",2023-12-17,False,False
77,Apple High-Performance Video Q206,As appear radio time across answer. Song provide enough write stuff hit next.,Electronics,Video,Apple,540.21,ELE-VID-APP-4561,True,18,3.5,407,"{'color': 'Silver', 'weight': 1.66, 'dimensions': {'length': 30.2, 'width': 36.3, 'height': 42.0}}",2023-10-25,False,False
78,Apple Smart Video H563,Spring clear memory manager ready go go. Surface three challenge relate. Do onto everybody care behind.,Electronics,Video,Apple,1299.29,ELE-VID-APP-5452,True,21,4.0,332,"{'color': 'Gray', 'weight': 18.12, 'dimensions': {'length': 25.5, 'width': 5.4, 'height': 55.9}}",2025-02-21,False,True
79,Apple High-Performance Video B349,Think some catch across fact business. Than action chance student.,Electronics,Video,Apple,1087.25,ELE-VID-APP-2018,True,75,4.2,33,"{'color': 'Red', 'weight': 1.89, 'dimensions': {'length': 75.2, 'width': 4.0, 'height': 59.9}}",2023-07-20,False,False
80,Samsung High-Performance Video Z310,Send hand mouth want. Together program food again.,Electronics,Video,Samsung,1363.5,ELE-VID-SAM-4214,True,6,4.3,11,"{'color': 'Black', 'weight': 2.73, 'dimensions': {'length': 98.9, 'width': 40.6, 'height': 72.9}}",2023-11-16,False,False
81,Samsung Pro Video M168,Material day by. Cultural suggest bring yeah others without base. Produce majority water approach call.,Electronics,Video,Samsung,816.94,ELE-VID-SAM-2140,True,79,4.9,182,"{'color': 'Brown', 'weight': 14.09, 'dimensions': {'length': 51.6, 'width': 43.3, 'height': 45.6}}",2024-03-11,False,True
82,Samsung Wireless Video D942,Hard think difficult. Official song small increase store success including center.,Electronics,Video,Samsung,914.22,ELE-VID-SAM-4536,False,77,4.0,478,"{'color': 'Brown', 'weight': 16.92, 'dimensions': {'length': 69.9, 'width': 93.0, 'height': 93.7}}",2023-07-12,False,False
83,Sony Smart Video K247,Offer position pretty bring interest. Special past however price level challenge.,Electronics,Video,Sony,1333.4,ELE-VID-SON-8980,False,96,3.6,231,"{'color': 'Black', 'weight': 15.83, 'dimensions': {'length': 21.1, 'width': 26.8, 'height': 79.7}}",2025-04-10,False,True
84,Sony Ultra Video M413,Ask allow resource school responsibility. Enter worker involve. Focus couple imagine summer.,Electronics,Video,Sony,601.43,ELE-VID-SON-4573,True,2,4.0,388,"{'color': 'Red', 'weight': 13.01, 'dimensions': {'length': 54.0, 'width': 76.4, 'height': 14.2}}",2024-11-16,False,False
85,Dell Smart Video U741,Every structure realize them this soon generation. Allow sort factor everything discover decision few whose.,Electronics,Video,Dell,606.23,ELE-VID-DEL-9819,True,37,3.1,251,"{'color': 'Brown', 'weight': 3.42, 'dimensions': {'length': 68.8, 'width': 24.8, 'height': 31.5}}",2024-08-11,False,True
86,Dell Premium Video A746,Special within cost use perform. Long point reduce approach administration financial feel hit.,Electronics,Video,Dell,1276.71,ELE-VID-DEL-8011,True,25,4.9,254,"{'color': 'Blue', 'weight': 17.01, 'dimensions': {'length': 77.1, 'width': 40.3, 'height': 18.6}}",2024-03-23,False,False
87,Dell Compact Video L368,Seat face possible country hold. Resource adult bed if.,Electronics,Video,Dell,513.03,ELE-VID-DEL-8830,True,98,4.5,63,"{'color': 'Brown', 'weight': 16.94, 'dimensions': {'length': 95.8, 'width': 97.2, 'height': 6.4}}",2024-04-04,False,False
88,Bose Premium Video G380,Analysis after institution sing put. Here great enough many apply produce spring.,Electronics,Video,Bose,1236.11,ELE-VID-BOS-6812,True,67,4.6,471,"{'color': 'Gray', 'weight': 13.85, 'dimensions': {'length': 62.8, 'width': 65.2, 'height': 22.4}}",2024-05-24,False,False
89,Bose Smart Video P680,Cell challenge public surface still. Enter play free business cover require. Tend everyone space early.,Electronics,Video,Bose,262.92,ELE-VID-BOS-3658,True,42,4.8,74,"{'color': 'Green', 'weight': 13.52, 'dimensions': {'length': 20.2, 'width': 6.1, 'height': 53.4}}",2024-04-05,False,False
90,LG Smart Video N154,Compare center black society maintain whatever also. Arm environment organization. Hot action receive fear role management lose able.,Electronics,Video,LG,249.62,ELE-VID-LG-4675,True,100,3.9,445,"{'color': 'White', 'weight': 15.6, 'dimensions': {'length': 50.3, 'width': 48.3, 'height': 41.2}}",2024-08-18,False,False
91,LG Wireless Video L880,See list when why. Use region top focus down out.,Electronics,Video,LG,1779.45,ELE-VID-LG-2884,True,60,4.7,380,"{'color': 'Blue', 'weight': 0.65, 'dimensions': {'length': 84.9, 'width': 68.3, 'height': 29.5}}",2025-05-02,False,False
